"","country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","place_id","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"613383","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-02-15",4,6,10,7,8,1
"613384","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-02-16",3,3,5,4,8,0
"613385","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-02-17",1,4,3,2,5,1
"613386","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-02-18",2,3,2,3,5,1
"613387","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-02-19",1,1,3,2,5,1
"613388","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-02-20",2,4,4,4,7,1
"613389","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-02-21",2,6,18,5,0,2
"613390","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-02-22",2,4,10,6,8,1
"613391","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-02-23",4,4,8,4,11,0
"613392","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-02-24",1,3,5,1,7,1
"613393","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-02-25",-1,0,1,2,6,1
"613394","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-02-26",0,1,5,1,7,1
"613395","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-02-27",4,6,8,5,8,1
"613396","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-02-28",7,6,16,9,6,0
"613397","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-02-29",6,6,14,8,11,0
"613398","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-03-01",5,6,5,5,12,0
"613399","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-03-02",3,6,3,3,8,1
"613400","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-03-03",2,3,2,3,7,1
"613401","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-03-04",4,5,5,5,8,1
"613402","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-03-05",7,9,6,9,11,0
"613403","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-03-06",-10,-8,-9,-7,-4,2
"613404","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-03-07",8,8,11,10,13,-1
"613405","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-03-08",9,9,10,9,13,-1
"613406","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-03-09",5,8,6,4,6,1
"613407","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-03-10",5,7,5,6,8,1
"613408","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-03-11",4,6,5,5,9,1
"613409","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-03-12",4,7,4,5,11,1
"613410","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-03-13",5,7,6,5,7,2
"613411","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-03-14",0,3,3,2,11,1
"613412","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-03-15",5,6,5,4,13,0
"613413","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-03-16",4,9,4,5,9,1
"613414","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-03-17",-6,3,7,-5,-33,10
"613415","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-03-18",-6,5,-2,-2,0,3
"613416","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-03-19",-12,3,-9,-9,1,5
"613417","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-03-20",-24,-2,-18,-17,4,7
"613418","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-03-21",-25,-5,-14,-19,0,8
"613419","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-03-22",-25,-8,-13,-22,-5,7
"613420","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-03-23",-31,-7,-16,-26,-14,10
"613421","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-03-24",-35,-9,-15,-22,-20,10
"613422","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-03-25",-53,-26,-17,-37,-36,13
"613423","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-03-26",-73,-51,-31,-70,-66,27
"613424","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-03-27",-71,-47,-35,-67,-38,19
"613425","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-03-28",-71,-48,-28,-66,-54,24
"613426","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-03-29",-68,-46,-26,-66,-60,24
"613427","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-03-30",-69,-45,-26,-66,-61,24
"613428","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-03-31",-67,-43,-25,-65,-60,23
"613429","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-04-01",-67,-44,-25,-64,-59,23
"613430","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-04-02",-70,-49,-31,-68,-59,25
"613431","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-04-03",-70,-46,-34,-66,-35,17
"613432","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-04-04",-69,-46,-29,-64,-51,22
"613433","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-04-05",-67,-44,-29,-64,-54,22
"613434","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-04-06",-71,-49,-31,-68,-60,24
"613435","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-04-07",-72,-50,-31,-70,-63,25
"613436","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-04-08",-73,-51,-31,-70,-63,26
"613437","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-04-09",-75,-54,-36,-73,-63,28
"613438","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-04-10",-77,-56,-40,-73,-43,21
"613439","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-04-11",-76,-55,-34,-72,-58,25
"613440","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-04-12",-73,-54,-32,-71,-61,24
"613441","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-04-13",-74,-53,-31,-71,-63,26
"613442","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-04-14",-75,-55,-32,-73,-66,27
"613443","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-04-15",-75,-56,-32,-72,-62,26
"613444","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-04-16",-74,-54,-32,-72,-59,27
"613445","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-04-17",-75,-54,-36,-72,-38,20
"613446","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-04-18",-75,-55,-35,-71,-55,25
"613447","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-04-19",-72,-53,-34,-70,-59,24
"613448","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-04-20",-74,-54,-33,-71,-61,25
"613449","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-04-21",-73,-53,-32,-70,-61,25
"613450","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-04-22",-73,-53,-33,-70,-60,25
"613451","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-04-23",-73,-53,-36,-71,-58,26
"613452","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-04-24",-73,-50,-41,-69,-35,18
"613453","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-04-25",-75,-54,-38,-70,-54,26
"613454","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-04-26",-73,-56,-39,-71,-56,25
"613455","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-04-27",-73,-53,-36,-70,-56,25
"613456","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-04-28",-72,-54,-36,-69,-55,24
"613457","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-04-29",-71,-51,-33,-67,-53,24
"613458","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-04-30",-71,-51,-36,-69,-50,26
"613459","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-05-01",-74,-53,-42,-69,-33,19
"613460","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-05-02",-72,-52,-36,-67,-42,23
"613461","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-05-03",-67,-48,-35,-65,-47,22
"613462","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-05-04",-68,-48,-34,-65,-49,22
"613463","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-05-05",-68,-48,-35,-64,-48,22
"613464","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-05-06",-68,-48,-33,-64,-52,22
"613465","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-05-07",-66,-44,-36,-63,-43,22
"613466","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-05-08",-67,-43,-38,-62,-21,16
"613467","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-05-09",-64,-42,-33,-59,-34,20
"613468","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-05-10",-57,-37,-32,-55,-37,19
"613469","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-05-11",-58,-36,-30,-55,-40,19
"613470","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-05-12",-56,-35,-30,-54,-40,19
"613471","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-05-13",-59,-39,-31,-56,-40,20
"613472","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-05-14",-57,-35,-32,-56,-36,20
"613473","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-05-15",-59,-34,-35,-54,-11,15
"613474","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-05-16",-55,-32,-28,-51,-27,18
"613475","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-05-17",-53,-32,-29,-51,-34,18
"613476","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-05-18",-54,-31,-28,-50,-38,19
"613477","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-05-19",-53,-31,-29,-49,-39,18
"613478","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-05-20",-57,-37,-34,-54,-42,18
"613479","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-05-21",-63,-45,-40,-62,-51,19
"613480","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-05-22",-52,-24,-35,-48,-10,12
"613481","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-05-23",-51,-23,-26,-48,-39,19
"613482","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-05-24",-46,-15,-20,-45,-52,20
"613483","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-05-25",-62,-41,-3,-57,-62,18
"613484","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-05-26",-65,-43,-14,-58,-62,19
"613485","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-05-27",-68,-50,-26,-62,-55,18
"613486","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-05-28",-59,-36,-22,-55,-44,18
"613487","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-05-29",-60,-33,-27,-51,-18,13
"613488","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-05-30",-56,-33,-24,-49,-28,15
"613489","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-05-31",-47,-25,-21,-42,-25,13
"613490","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-06-01",-47,-26,-23,-41,-27,14
"613491","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-06-02",-47,-27,-22,-41,-28,14
"613492","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-06-03",-47,-27,-22,-41,-27,14
"613493","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-06-04",-50,-32,-29,-46,-26,16
"613494","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-06-05",-50,-26,-28,-42,-8,12
"613495","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-06-06",-46,-24,-23,-39,-17,14
"613496","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-06-07",-40,-20,-20,-36,-22,13
"613497","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-06-08",-43,-22,-22,-37,-25,14
"613498","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-06-09",-44,-24,-23,-39,-26,14
"613499","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-06-10",-44,-24,-22,-39,-26,14
"613500","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-06-11",-45,-25,-25,-42,-23,16
"613501","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-06-12",-52,-29,-32,-45,-8,13
"613502","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-06-13",-50,-30,-27,-44,-18,15
"613503","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-06-14",-40,-21,-22,-37,-21,13
"613504","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-06-15",-43,-23,-23,-40,-24,14
"613505","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-06-16",-44,-25,-23,-40,-26,14
"613506","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-06-17",-53,-36,-31,-49,-29,17
"613507","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-06-18",-49,-31,-30,-47,-25,16
"613508","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-06-19",-51,-29,-30,-45,-6,13
"613509","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-06-20",-45,-25,-24,-40,-15,14
"613510","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-06-21",-43,-25,-24,-40,-21,14
"613511","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-06-22",-43,-23,-22,-40,-25,15
"613512","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-06-23",-43,-24,-23,-39,-26,14
"613513","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-06-24",-43,-25,-24,-40,-25,14
"613514","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-06-25",-44,-25,-26,-41,-22,15
"613515","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-06-26",-47,-25,-27,-42,-6,12
"613516","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-06-27",-45,-26,-24,-40,-16,14
"613517","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-06-28",-42,-26,-26,-39,-20,13
"613518","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-06-29",-40,-21,-22,-38,-23,13
"613519","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-06-30",-40,-21,-22,-37,-23,13
"613520","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-07-01",-41,-23,-22,-40,-24,14
"613521","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-07-02",-39,-20,-24,-39,-19,14
"613522","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-07-03",-41,-19,-23,-38,-3,11
"613523","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-07-04",-38,-19,-21,-36,-12,13
"613524","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-07-05",-33,-16,-18,-33,-18,12
"613525","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-07-06",-34,-15,-18,-34,-21,13
"613526","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-07-07",-33,-14,-18,-32,-22,12
"613527","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-07-08",-35,-18,-20,-35,-20,12
"613528","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-07-09",-36,-19,-24,-36,-18,14
"613529","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-07-10",-36,-15,-21,-33,-1,10
"613530","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-07-11",-38,-21,-24,-36,-12,13
"613531","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-07-12",-34,-20,-22,-33,-17,12
"613532","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-07-13",-31,-13,-18,-31,-19,12
"613533","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-07-14",-31,-14,-17,-31,-20,12
"613534","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-07-15",-31,-14,-18,-31,-18,12
"613535","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-07-16",-29,-12,-19,-31,-14,12
"613536","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-07-17",-32,-11,-19,-30,3,10
"613537","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-07-18",-29,-12,-17,-29,-7,12
"613538","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-07-19",-27,-12,-17,-29,-13,11
"613539","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-07-20",-33,-17,-21,-32,-20,13
"613540","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-07-21",-37,-22,-23,-36,-21,13
"613541","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-07-22",-28,-13,-18,-29,-17,12
"613542","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-07-23",-26,-10,-18,-28,-12,12
"613543","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-07-24",-24,-5,-16,-24,11,9
"613544","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-07-25",-22,-3,-12,-22,-4,11
"613545","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-07-26",-19,-3,-10,-22,-11,10
"613546","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-07-27",-22,-4,-13,-23,-16,11
"613547","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-07-28",-19,-1,-11,-19,-16,10
"613548","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-07-29",-15,5,-5,-13,-18,9
"613549","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-07-30",-12,14,-1,-7,-21,8
"613550","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-07-31",-5,34,6,2,-2,4
"613551","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-08-01",-52,-30,8,-44,-55,14
"613552","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-08-02",-42,-16,18,-33,-60,13
"613553","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-08-03",-39,-11,17,-28,-50,10
"613554","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-08-04",-35,-10,10,-25,-43,10
"613555","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-08-05",-30,-7,6,-24,-34,9
"613556","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-08-06",-28,-5,-1,-25,-29,10
"613557","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-08-07",-28,-2,0,-17,-6,5
"613558","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-08-08",-22,-1,1,-17,-10,7
"613559","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-08-09",-18,0,-1,-17,-13,7
"613560","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-08-10",-18,2,-1,-17,-16,8
"613561","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-08-11",-23,-4,-4,-24,-30,11
"613562","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-08-12",-19,-1,-3,-18,-15,8
"613563","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-08-13",-18,1,-5,-18,-12,9
"613564","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-08-14",-20,2,-2,-16,3,6
"613565","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-08-15",-24,-2,2,-18,-26,11
"613566","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-08-16",-18,-1,-4,-15,-11,7
"613567","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-08-17",-20,-1,-6,-18,-15,8
"613568","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-08-18",-20,-2,-5,-17,-13,8
"613569","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-08-19",-19,-2,-5,-18,-12,8
"613570","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-08-20",-23,-6,-12,-22,-10,10
"613571","BD","Bangladesh","","","","",NA,"ChIJp4vhgO2qrTARa_zhxOAoLQ8","2020-08-21",-27,-8,-14,-24,0,9
